state,date,confirmed_cases
QLD,2021-11-02,0
QLD,2021-11-03,0
QLD,2021-11-04,3
QLD,2021-11-05,2
QLD,2021-11-06,1
QLD,2021-11-07,3
QLD,2021-11-08,0
QLD,2021-11-09,1
QLD,2021-11-10,3
QLD,2021-11-11,3
QLD,2021-11-12,4
QLD,2021-11-13,0
QLD,2021-11-14,0
QLD,2021-11-15,2
QLD,2021-11-16,0
QLD,2021-11-17,1
QLD,2021-11-18,0
QLD,2021-11-19,1
QLD,2021-11-20,0
QLD,2021-11-21,0
QLD,2021-11-22,0
QLD,2021-11-23,1
QLD,2021-11-24,1
QLD,2021-11-25,3
QLD,2021-11-26,0
QLD,2021-11-27,1
QLD,2021-11-28,3
QLD,2021-11-29,5
QLD,2021-11-30,2
QLD,2021-12-01,2
QLD,2021-12-02,3
QLD,2021-12-03,6
QLD,2021-12-04,7
QLD,2021-12-05,6
QLD,2021-12-06,3
QLD,2021-12-07,1
QLD,2021-12-08,2
QLD,2021-12-09,0
QLD,2021-12-10,8
QLD,2021-12-11,1
QLD,2021-12-12,1
QLD,2021-12-13,10
QLD,2021-12-14,4
QLD,2021-12-15,6
QLD,2021-12-16,22
QLD,2021-12-17,20
QLD,2021-12-18,31
QLD,2021-12-19,42
QLD,2021-12-20,59
QLD,2021-12-21,86
QLD,2021-12-22,186
QLD,2021-12-23,369
QLD,2021-12-24,589
QLD,2021-12-25,765
QLD,2021-12-26,714
QLD,2021-12-27,784
QLD,2021-12-28,1158
QLD,2021-12-29,1589
QLD,2021-12-30,2222
QLD,2021-12-31,3118
QLD,2022-01-01,2266
QLD,2022-01-02,3587
QLD,2022-01-03,4249
WA,2021-10-06,0
WA,2021-10-07,0
WA,2021-10-08,0
WA,2021-10-09,0
WA,2021-10-10,0
WA,2021-10-11,0
WA,2021-10-12,1
WA,2021-10-13,0
WA,2021-10-14,0
WA,2021-10-15,0
WA,2021-10-16,1
WA,2021-10-17,0
WA,2021-10-18,0
WA,2021-10-19,0
WA,2021-10-20,0
WA,2021-10-21,0
WA,2021-10-22,0
WA,2021-10-23,0
WA,2021-10-24,0
WA,2021-10-25,0
WA,2021-10-26,0
WA,2021-10-27,0
WA,2021-10-28,0
WA,2021-10-29,0
WA,2021-10-30,0
WA,2021-10-31,0
WA,2021-11-01,0
WA,2021-11-02,0
WA,2021-11-03,0
WA,2021-11-04,0
WA,2021-11-05,0
WA,2021-11-06,0
WA,2021-11-07,0
WA,2021-11-08,0
WA,2021-11-09,0
WA,2021-11-10,0
WA,2021-11-11,0
WA,2021-11-12,0
WA,2021-11-13,0
WA,2021-11-14,0
WA,2021-11-15,1
WA,2021-11-16,3
WA,2021-11-17,0
WA,2021-11-18,1
WA,2021-11-19,1
WA,2021-11-20,1
WA,2021-11-21,1
WA,2021-11-22,1
WA,2021-11-23,0
WA,2021-11-24,0
WA,2021-11-25,1
WA,2021-11-26,0
WA,2021-11-27,0
WA,2021-11-28,0
WA,2021-11-29,0
WA,2021-11-30,0
WA,2021-12-01,0
WA,2021-12-02,0
WA,2021-12-03,1
WA,2021-12-04,0
WA,2021-12-05,0
WA,2021-12-06,0
WA,2021-12-07,0
WA,2021-12-08,0
WA,2021-12-09,1
WA,2021-12-10,0
WA,2021-12-11,0
WA,2021-12-12,0
WA,2021-12-13,1
WA,2021-12-14,1
WA,2021-12-15,0
WA,2021-12-16,0
WA,2021-12-17,0
WA,2021-12-18,0
WA,2021-12-19,0
WA,2021-12-20,0
WA,2021-12-21,1
WA,2021-12-22,4
WA,2021-12-23,1
WA,2021-12-24,5
WA,2021-12-25,4
WA,2021-12-26,2
WA,2021-12-27,1
WA,2021-12-28,3
WA,2021-12-29,2
WA,2021-12-30,5
WA,2021-12-31,5
WA,2022-01-01,3
WA,2022-01-02,7
WA,2022-01-03,8
SA,2021-10-06,0
SA,2021-10-07,0
SA,2021-10-08,1
SA,2021-10-09,1
SA,2021-10-10,1
SA,2021-10-11,3
SA,2021-10-12,1
SA,2021-10-13,1
SA,2021-10-14,0
SA,2021-10-15,0
SA,2021-10-16,1
SA,2021-10-17,0
SA,2021-10-18,0
SA,2021-10-19,1
SA,2021-10-20,0
SA,2021-10-21,1
SA,2021-10-22,0
SA,2021-10-23,0
SA,2021-10-24,1
SA,2021-10-25,0
SA,2021-10-26,0
SA,2021-10-27,0
SA,2021-10-28,0
SA,2021-10-29,0
SA,2021-10-30,0
SA,2021-10-31,0
SA,2021-11-01,0
SA,2021-11-02,0
SA,2021-11-03,0
SA,2021-11-04,0
SA,2021-11-05,0
SA,2021-11-06,0
SA,2021-11-07,0
SA,2021-11-08,0
SA,2021-11-09,0
SA,2021-11-10,0
SA,2021-11-11,0
SA,2021-11-12,1
SA,2021-11-13,1
SA,2021-11-14,0
SA,2021-11-15,0
SA,2021-11-16,1
SA,2021-11-17,0
SA,2021-11-18,0
SA,2021-11-19,1
SA,2021-11-20,0
SA,2021-11-21,0
SA,2021-11-22,0
SA,2021-11-23,0
SA,2021-11-24,0
SA,2021-11-25,3
SA,2021-11-26,2
SA,2021-11-27,3
SA,2021-11-28,0
SA,2021-11-29,1
SA,2021-11-30,0
SA,2021-12-01,3
SA,2021-12-02,18
SA,2021-12-03,4
SA,2021-12-04,5
SA,2021-12-05,6
SA,2021-12-06,4
SA,2021-12-07,4
SA,2021-12-08,3
SA,2021-12-09,7
SA,2021-12-10,8
SA,2021-12-11,7
SA,2021-12-12,10
SA,2021-12-13,13
SA,2021-12-14,12
SA,2021-12-15,25
SA,2021-12-16,24
SA,2021-12-17,24
SA,2021-12-18,73
SA,2021-12-19,80
SA,2021-12-20,105
SA,2021-12-21,154
SA,2021-12-22,198
SA,2021-12-23,484
SA,2021-12-24,688
SA,2021-12-25,634
SA,2021-12-26,774
SA,2021-12-27,842
SA,2021-12-28,995
SA,2021-12-29,1472
SA,2021-12-30,1374
SA,2021-12-31,2093
SA,2022-01-01,2108
SA,2022-01-02,2298
SA,2022-01-03,2552
NT,2021-10-06,0
NT,2021-10-07,1
NT,2021-10-08,0
NT,2021-10-09,1
NT,2021-10-10,0
NT,2021-10-11,1
NT,2021-10-12,1
NT,2021-10-13,5
NT,2021-10-14,1
NT,2021-10-15,0
NT,2021-10-16,3
NT,2021-10-17,0
NT,2021-10-18,0
NT,2021-10-19,0
NT,2021-10-20,0
NT,2021-10-21,0
NT,2021-10-22,0
NT,2021-10-23,0
NT,2021-10-24,0
NT,2021-10-25,0
NT,2021-10-26,0
NT,2021-10-27,0
NT,2021-10-28,0
NT,2021-10-29,0
NT,2021-10-30,0
NT,2021-10-31,0
NT,2021-11-01,0
NT,2021-11-02,0
NT,2021-11-03,0
NT,2021-11-04,1
NT,2021-11-05,1
NT,2021-11-06,2
NT,2021-11-07,0
NT,2021-11-08,0
NT,2021-11-09,1
NT,2021-11-10,1
NT,2021-11-11,0
NT,2021-11-12,0
NT,2021-11-13,0
NT,2021-11-14,0
NT,2021-11-15,0
NT,2021-11-16,5
NT,2021-11-17,9
NT,2021-11-18,6
NT,2021-11-19,1
NT,2021-11-20,1
NT,2021-11-21,11
NT,2021-11-22,1
NT,2021-11-23,4
NT,2021-11-24,3
NT,2021-11-25,9
NT,2021-11-26,0
NT,2021-11-27,1
NT,2021-11-28,2
NT,2021-11-29,4
NT,2021-11-30,1
NT,2021-12-01,0
NT,2021-12-02,3
NT,2021-12-03,1
NT,2021-12-04,1
NT,2021-12-05,0
NT,2021-12-06,2
NT,2021-12-07,0
NT,2021-12-08,2
NT,2021-12-09,3
NT,2021-12-10,4
NT,2021-12-11,0
NT,2021-12-12,3
NT,2021-12-13,17
NT,2021-12-14,2
NT,2021-12-15,11
NT,2021-12-16,1
NT,2021-12-17,8
NT,2021-12-18,1
NT,2021-12-19,9
NT,2021-12-20,3
NT,2021-12-21,14
NT,2021-12-22,5
NT,2021-12-23,10
NT,2021-12-24,10
NT,2021-12-25,19
NT,2021-12-26,12
NT,2021-12-27,12
NT,2021-12-28,16
NT,2021-12-29,19
NT,2021-12-30,37
NT,2021-12-31,61
NT,2022-01-01,54
NT,2022-01-02,95
NT,2022-01-03,58
TAS,2021-10-06,0
TAS,2021-10-07,0
TAS,2021-10-08,0
TAS,2021-10-09,0
TAS,2021-10-10,0
TAS,2021-10-11,0
TAS,2021-10-12,0
TAS,2021-10-13,0
TAS,2021-10-14,1
TAS,2021-10-15,0
TAS,2021-10-16,0
TAS,2021-10-17,0
TAS,2021-10-18,0
TAS,2021-10-19,0
TAS,2021-10-20,0
TAS,2021-10-21,0
TAS,2021-10-22,0
TAS,2021-10-23,0
TAS,2021-10-24,0
TAS,2021-10-25,0
TAS,2021-10-26,0
TAS,2021-10-27,0
TAS,2021-10-28,0
TAS,2021-10-29,0
TAS,2021-10-30,0
TAS,2021-10-31,0
TAS,2021-11-01,0
TAS,2021-11-02,0
TAS,2021-11-03,0
TAS,2021-11-04,0
TAS,2021-11-05,0
TAS,2021-11-06,0
TAS,2021-11-07,0
TAS,2021-11-08,0
TAS,2021-11-09,0
TAS,2021-11-10,0
TAS,2021-11-11,0
TAS,2021-11-12,0
TAS,2021-11-13,0
TAS,2021-11-14,0
TAS,2021-11-15,1
TAS,2021-11-16,0
TAS,2021-11-17,0
TAS,2021-11-18,0
TAS,2021-11-19,0
TAS,2021-11-20,0
TAS,2021-11-21,0
TAS,2021-11-22,1
TAS,2021-11-23,0
TAS,2021-11-24,0
TAS,2021-11-25,0
TAS,2021-11-26,0
TAS,2021-11-27,0
TAS,2021-11-28,0
TAS,2021-11-29,0
TAS,2021-11-30,0
TAS,2021-12-01,1
TAS,2021-12-02,0
TAS,2021-12-03,0
TAS,2021-12-04,0
TAS,2021-12-05,0
TAS,2021-12-06,0
TAS,2021-12-07,0
TAS,2021-12-08,0
TAS,2021-12-09,0
TAS,2021-12-10,0
TAS,2021-12-11,0
TAS,2021-12-12,0
TAS,2021-12-13,0
TAS,2021-12-14,0
TAS,2021-12-15,0
TAS,2021-12-16,1
TAS,2021-12-17,2
TAS,2021-12-18,1
TAS,2021-12-19,3
TAS,2021-12-20,3
TAS,2021-12-21,4
TAS,2021-12-22,12
TAS,2021-12-23,26
TAS,2021-12-24,27
TAS,2021-12-25,33
TAS,2021-12-26,44
TAS,2021-12-27,35
TAS,2021-12-28,43
TAS,2021-12-29,55
TAS,2021-12-30,92
TAS,2021-12-31,137
TAS,2022-01-01,428
TAS,2022-01-02,404
TAS,2022-01-03,466
